"Year" "Lat" "Lon" "Commercial.weight" "Area_swept" "Depth" "Temperature"
"5569" 2009 47.996828 -61.624353 0 3470 58.5216 0.62
"5570" 2009 47.937917 -61.447448 0.951715242 3003 58.5216 0.71
"5571" 2009 47.951395 -61.278555 0 3231 62.1792 0.8
"5572" 2009 47.99268 -61.15097 0 2342 85.9536 0.75
"5573" 2009 48.05775 -62.038088 0 3365 64.008 0.04
"5574" 2009 48.117175 -61.85198 2.941173176 3211 84.1248 0.5
"5575" 2009 48.047562 -61.844315 0 3011 65.8368 0.5
"5576" 2009 48.080203 -61.689278 0 2847.9 85.9536 0.45
"5577" 2009 47.955978 -61.941645 2.389151736 2700 58.5216 0.35
"5578" 2009 47.931545 -61.741408 1.073161098 2900.9 60.3504 0.55
"5579" 2009 47.729668 -61.97881 0.96959063 2620 43.8912 1.19
"5580" 2009 47.832632 -61.674805 0 2958.3 49.3776 0.79
"5581" 2009 47.752538 -61.818333 0 2893.8 40.2336 1.5
"5582" 2009 47.778833 -62.512188 0.392242114 3100.2 73.152 0.74
"5583" 2009 47.702643 -62.52555 0 3537 76.8096 0.63
"5584" 2009 47.795207 -62.43634 1.51486136 3013 74.9808 0.54
"5585" 2009 47.697267 -62.393127 0 2849 60.3504 0.27
"5586" 2009 47.739675 -62.167192 2.689021903 2845.5 56.6928 0.87
"5587" 2009 47.775567 -62.309418 2.477428352 2440 65.8368 0.87
"5588" 2009 47.805162 -62.068278 0.475532848 2828.3 53.0352 0.66
"5589" 2009 47.645203 -62.176743 1.143972876 2589 51.2064 0.79
"5590" 2009 47.50148333 -62.14536667 1.237301603 2420.9 42.0624 0.69
"5591" 2009 47.532605 -62.154952 0.730332261 2725 47.5488 0.55
"5592" 2009 47.42083 -62.598015 0.401245336 3459 71.3232 0.14
"5593" 2009 47.450938 -62.604612 1.879479223 3216 69.4944 0.17
"5594" 2009 47.418112 -62.49105 1.03075761 3002 67.6656 0.11
"5595" 2009 47.445912 -62.288053 1.825016982 2445 54.864 0.69
"5596" 2009 47.179477 -62.574337 3.887080669 3030.4 69.4944 0.53
"5597" 2009 47.184577 -62.491573 1.476806478 2883.1 60.3504 0.42
"5598" 2009 47.201768 -62.31953 0 2462 51.2064 0.01
"5599" 2009 47.21411 -62.17864 0 1974 38.4048 1.87
"5600" 2009 47.096755 -62.220003 0 2276 49.3776 0.03
"5601" 2009 46.57061 -63.194425 0 2632.6 40.2336 0.5
"5602" 2009 46.618073 -63.116122 0 2475 45.72 NA
"5603" 2009 46.516702 -62.954827 0 2416 36.576 1
"5604" 2009 46.603502 -62.686237 0 2483 45.72 NA
"5605" 2009 46.564203 -62.580228 0 1776 45.72 0.76
"5606" 2009 46.638458 -62.446328 0 3037 54.864 0.4
"5607" 2009 46.561935 -62.23246 0 1969 43.8912 0.5
"5608" 2009 46.557705 -62.303618 0 2477 43.8912 NA
"5609" 2009 46.626868 -61.869727 0.386316595 3270.6 56.6928 0.2
"5610" 2009 46.639785 -61.951033 0 2997 56.6928 NA
"5611" 2009 46.889353 -63.27056 1.751461011 3173 56.6928 NA
"5612" 2009 46.866437 -63.074658 5.476667735 2562 60.3504 -0.02
"5613" 2009 46.881258 -62.892325 4.086347313 2662 60.3504 -0.09
"5614" 2009 46.907807 -62.802068 4.187472778 2614 60.3504 0.06
"5615" 2009 46.712297 -63.411863 0 2768.9 40.2336 0.93
"5616" 2009 46.779543 -63.3227 0 2226 45.72 0.61
"5617" 2009 46.699262 -63.100773 0.635753782 2455 49.3776 NA
"5618" 2009 46.76292 -63.040917 5.263429541 3279 58.5216 -0.3
"5619" 2009 46.721395 -62.883122 1.734610443 2930 56.6928 -0.3
"5620" 2009 46.783622 -62.773398 0 2327 58.5216 -0.14
"5621" 2009 47.002527 -63.72074 0.729387496 2421 47.5488 1.29
"5622" 2009 47.110125 -63.713055 0.379844588 3209.1 54.864 0.63
"5623" 2009 47.146945 -63.508323 1.288296849 2907 56.6928 0.14
"5624" 2009 47.110778 -63.459187 2.585148659 2941 60.3504 0.13
"5625" 2009 47.0457 -63.277503 1.865468181 3023 60.3504 -0.32
"5626" 2009 47.008315 -63.178757 2.871784443 2722 62.1792 -0.11
"5627" 2009 47.020013 -62.996282 0.425149371 3464 58.5216 0.21
"5628" 2009 46.969237 -63.524115 0.493862212 2983 47.5488 0.54
"5629" 2009 46.94663 -63.62399 0 2817 43.8912 1.08
"5630" 2009 46.939898 -63.357692 1.041496815 2997 56.6928 6.6
"5631" 2009 46.982103 -62.984663 2.152177609 2703 58.5216 0.24
"5632" 2009 46.972295 -62.80611 7.102344232 3118 64.008 0.25
"5633" 2009 47.210083 -63.208857 5.169791799 3234 62.1792 -0.19
"5634" 2009 47.214077 -63.096033 5.276400212 3668 69.4944 -0.45
"5635" 2009 47.208732 -62.871342 4.933492655 2218 60.3504 0.13
"5636" 2009 47.18762 -62.716568 0.880326986 2827 62.1792 0.32
"5637" 2009 47.165783 -63.042518 2.569117803 2961.1 64.008 -0.22
"5638" 2009 47.15949 -63.099695 3.982782629 3077 67.6656 -0.35
"5639" 2009 47.133633 -62.864752 0.506589839 3048 58.5216 -0.06
"5640" 2009 47.151205 -62.73197 3.290376632 2861 64.008 0.44
"5641" 2009 47.093082 -62.624632 5.790878701 3606 73.152 0.28
"5642" 2009 47.057838 -62.4941 0 3829 69.4944 0.32
"5643" 2009 46.987655 -62.565955 0.479928961 3067 64.008 0.38
"5644" 2009 46.935018 -62.530868 1.636315398 2590 65.8368 0.21
"5645" 2009 46.807288 -62.54787 10.4589057 2849 64.008 0.17
"5646" 2009 46.78195 -62.58029 0.7843739 2924 64.008 0.31
"5647" 2009 46.941153 -62.359452 0.658216899 2448 60.3504 0.38
"5648" 2009 46.971282 -62.276022 0.581149457 1644 56.6928 0.55
"5649" 2009 46.685153 -62.429145 0.575178727 3010 65.8368 0.36
"5650" 2009 46.70132 -62.389087 2.493739934 2904 64.008 0.28
"5651" 2009 46.791488 -62.237018 0.483065424 3039 64.008 0.72
"5652" 2009 46.84012 -61.666835 1.491747481 3874 71.3232 NA
"5653" 2009 46.854173 -61.720315 4.577397503 3311 58.5216 0.06
"5654" 2009 46.753053 -62.091783 10.82955241 2952 69.4944 0.51
"5655" 2009 46.71457 -61.93365 20.19290672 4669 89.6112 0.07
"5656" 2009 46.802662 -61.921752 2.059758556 4049 82.296 -0.05
"5657" 2009 46.800458 -61.78426 2.517394638 3281.9 74.9808 0.06
"5658" 2009 46.735603 -61.735847 2.035282888 3897 76.8096 0.38
"5659" 2009 46.776935 -61.592122 0.743899683 2987 67.6656 0.09
"5660" 2009 47.070033 -62.057628 0 2781 45.72 1.03
"5661" 2009 47.03713 -61.840003 0 2791.4 38.4048 2.27
"5662" 2009 46.898427 -62.027103 0 1925 56.6928 0.28
"5663" 2009 46.849868 -61.925963 2.941987446 2995 60.3504 -0.18
"5664" 2009 48.249022 -62.220327 0.652420192 3108 109.728 1.3
"5665" 2009 48.267768 -62.1323 0 2584 122.5296 1.3
"5666" 2009 48.250048 -61.870627 0 2835 261.5184 4.96
"5667" 2009 48.23145 -61.961272 0 2317 142.6464 1.14
"5668" 2009 48.286807 -61.782907 0 2866.3 343.8144 5.2
"5669" 2009 48.04452 -62.379707 1.030787485 3014 80.4672 0.17
"5670" 2009 48.051017 -62.329053 1.924365368 2771 91.44 0.29
"5671" 2009 48.082247 -62.301657 0.98166484 2818 98.7552 0.31
"5672" 2009 48.150798 -62.148227 0.495168705 2663 95.0976 0.31
"5673" 2009 47.999237 -62.380772 0.7662935 3109 76.8096 0.18
"5674" 2009 47.979013 -62.309578 1.130124909 3024.8 82.296 0.32
"5675" 2009 47.91377 -62.134158 4.51947396 3015 56.6928 0.24
"5676" 2009 48.372928 -62.917767 1.287528304 2575 85.9536 0.28
"5677" 2009 48.48499 -62.76319 0 2687.8 358.4448 5.21
"5678" 2009 48.379953 -62.568157 0 2984 239.5728 4.89
"5679" 2009 48.343993 -62.35432 0 2766 245.0592 5.04
"5680" 2009 48.43836667 -62.49456667 0 2500 374.904 NA
"5681" 2009 48.247098 -62.895883 0 3083 74.9808 0.28
"5682" 2009 48.239142 -62.723647 0.523299473 3112 89.6112 0.04
"5683" 2009 48.242517 -62.58706 0.959501091 3026.2 93.2688 0.11
"5684" 2009 48.288238 -62.477417 0 2963.8 84.1248 0.07
"5685" 2009 48.745857 -63.790572 2.892740964 2302 166.4208 3.4
"5686" 2009 48.706685 -63.557117 0 1595 159.1056 2.89
"5687" 2009 48.721323 -63.469083 0 2476 168.2496 3.17
"5688" 2009 48.538003 -63.36028 3.466373747 1482 138.9888 1.99
"5689" 2009 48.526015 -63.268683 0 1605 129.8448 3.03
"5690" 2009 48.52526 -63.115828 0 2554 213.9696 4.88
"5691" 2009 48.551857 -63.100867 0.845570616 2645.7 243.2304 5.18
"5692" 2009 48.480102 -63.09895 0 2708 85.9536 0.61
"5693" 2009 48.545552 -63.562852 0.87370035 2373 128.016 0.7
"5694" 2009 48.398273 -63.789848 0.873493573 1315 118.872 1.62
"5695" 2009 48.46561 -63.580907 2.997931979 2498 131.6736 1.11
"5696" 2009 48.40247 -63.539522 1.772938528 2855 107.8992 1.11
"5697" 2009 48.410017 -63.458105 0 3640 109.728 1.44
"5698" 2009 48.360215 -63.353025 0.921080854 2431 85.9536 0.82
"5699" 2009 48.358087 -63.263813 0 3816 65.8368 1.14
"5700" 2009 48.2768 -63.795033 0 3612 82.296 0.8
"5701" 2009 48.246162 -63.645752 0 3048 96.9264 0.89
"5702" 2009 48.274102 -63.617313 0 2872 93.2688 0.79
"5703" 2009 48.269352 -63.353002 0 3084.5 85.9536 0.56
"5704" 2009 48.230813 -63.468978 2.193792871 3577 113.3856 1.12
"5705" 2009 48.293997 -63.272988 1.359631751 2720 71.3232 0.9
"5706" 2009 48.304605 -64.021907 0 1470 82.296 1.18
"5707" 2009 48.216252 -63.891742 0 2922 84.1248 0.88
"5708" 2009 48.280973 -63.070472 1.135364834 2926 65.8368 1.3
"5709" 2009 48.247827 -63.158637 0.390012884 2565 53.0352 1.82
"5710" 2009 48.119883 -63.893885 0.43732147 3958 76.8096 1
"5711" 2009 48.160418 -63.847068 0.911922979 3907 76.8096 1.12
"5712" 2009 48.039405 -63.739835 1.125472353 2936 102.4128 0.74
"5713" 2009 48.081958 -63.6917 0.627359204 2331 106.0704 0.81
"5714" 2009 48.145832 -63.546037 2.482454061 2775 93.2688 0.81
"5715" 2009 48.048603 -63.425852 2.26203966 3316.9 84.1248 0.57
"5716" 2009 48.126615 -63.185023 0 3594 67.6656 0.63
"5717" 2009 48.069687 -63.30827 2.265820467 3211.9 89.6112 0.42
"5718" 2009 48.138435 -63.148575 0 3203 71.3232 0.61
"5719" 2009 48.111435 -63.118383 0.833672887 2860.1 69.4944 0.59
"5720" 2009 48.878123 -64.165943 0 3115 60.3504 1.24
"5721" 2009 48.792315 -64.041117 0 1608 106.0704 0.97
"5722" 2009 48.686825 -63.939493 8.710159086 2403 129.8448 2.49
"5723" 2009 48.772837 -63.898025 0 1574 162.7632 3.1
"5724" 2009 48.53304 -64.006585 3.885720439 2500 120.7008 1.84
"5725" 2009 48.57674 -63.875122 2.932493171 2544 157.2768 3.1
"5726" 2009 48.584885 -63.756805 0.665999962 2114 146.304 2.94
"5727" 2009 48.60856 -63.792657 4.466612905 1952 140.8176 2.58
"5728" 2009 48.439568 -63.97081 1.292939703 2331 115.2144 1.39
"5729" 2009 48.772412 -64.299155 3.714412741 2732 67.6656 10.33
"5730" 2009 48.575057 -64.102858 1.816388763 2745 98.7552 1.18
"5731" 2009 48.356758 -64.396777 0.441206691 3497 78.6384 2.28
"5732" 2009 48.422917 -64.2314 1.267703033 3113 69.4944 1.99
"5733" 2009 48.455572 -64.129013 0 2283 69.4944 5.08
"5734" 2009 48.252398 -64.562865 2.442824957 2174 98.7552 0.95
"5735" 2009 48.224425 -64.430518 0.480213522 2445 100.584 0.94
"5736" 2009 48.27981 -64.390313 1.387869717 2590 113.3856 0.91
"5737" 2009 48.303147 -64.216347 7.07416567 2763.5 109.728 1.09
"5738" 2009 48.226585 -64.171038 1.269167056 3771 69.4944 1.22
"5739" 2009 48.187945 -64.73075 1.397863139 2447 96.9264 0.84
"5740" 2009 48.02844 -64.860357 0.558934248 2194 89.6112 0.74
"5741" 2009 48.124957 -64.914902 0 3328 51.2064 9.61
"5742" 2009 48.15028 -64.780263 2.453086839 2088 89.6112 0.84
"5743" 2009 47.954232 -65.628698 0.808832406 3236 36.576 1.17
"5744" 2009 47.903633 -65.345492 1.187654576 2169 65.8368 1.1
"5745" 2009 47.907198 -65.2887 1.666140261 2336 71.3232 0.95
"5746" 2009 47.99175 -65.183345 0.423317449 2951 64.008 1.77
"5747" 2009 47.946032 -65.031218 5.113240312 2495 80.4672 0.78
"5748" 2009 47.93868 -64.914082 4.378085562 2247 71.3232 0.81
"5749" 2009 47.804322 -65.328947 0 1368 38.4048 1.26
"5750" 2009 48.205482 -64.636212 3.389006407 2464 93.2688 0.93
"5751" 2009 48.040363 -64.742043 2.311459363 2538 82.296 0.92
"5752" 2009 48.131168 -64.63168 3.628590746 2241 87.7824 0.83
"5753" 2009 48.151573 -64.404938 0.364517676 3961 58.5216 3.14
"5754" 2009 47.869435 -64.250993 0 2415 38.4048 8.46
"5755" 2009 47.91937 -64.049798 1.236125344 2132 80.4672 0.95
"5756" 2009 47.848338 -63.975258 0 2796 74.9808 0.88
"5757" 2009 47.956782 -63.923947 1.401979049 2315 87.7824 0.78
"5758" 2009 47.939687 -63.829295 0 2577 89.6112 0.78
"5759" 2009 47.859512 -63.782835 1.930640337 3755 78.6384 0.83
"5760" 2009 47.906565 -63.59655 0 3092 62.1792 0.89
"5761" 2009 47.73537 -64.188882 1.299689414 3140 64.008 2.13
"5762" 2009 47.822938 -64.266388 0 1500 40.2336 6.59
"5763" 2009 47.737138 -64.073202 7.550913522 2660 80.4672 0.93
"5764" 2009 47.75701 -63.927437 1.113848101 2514 80.4672 0.9
"5765" 2009 47.956455 -63.562608 0 3867 73.152 0.86
"5766" 2009 47.876545 -63.3778 0 3861 82.296 0.35
"5767" 2009 47.87284 -63.269715 1.611641456 3933 82.296 0.32
"5768" 2009 47.763165 -63.548468 0 3462.6 78.6384 0.44
"5769" 2009 47.79976 -63.425513 0.587651363 3894 78.6384 0.38
"5770" 2009 47.81405 -63.37772 1.078226987 3891 76.8096 0.39
"5771" 2009 47.788248 -63.303388 2.3038115 3602 85.9536 0.28
"5772" 2009 47.82922 -63.237525 3.185209218 4030 80.4672 0.34
"5773" 2009 47.712327 -63.80134 0 2234 64.008 1.21
"5774" 2009 47.569278 -64.376337 0 2647 47.5488 5.73
"5775" 2009 47.542848 -64.228352 1.496904668 1939 60.3504 3.07
"5776" 2009 47.611385 -64.067398 5.477355479 2074 74.9808 1.32
"5777" 2009 47.579765 -63.838053 0.9189701 2992.9 64.008 1.72
"5778" 2009 47.613363 -63.706063 1.465844639 3947 73.152 0.69
"5779" 2009 47.64768 -63.720247 1.256434846 4077 73.152 0.76
"5780" 2009 47.641923 -63.640495 1.170483131 3761 73.152 0.68
"5781" 2009 47.65491 -63.442598 7.209634014 3292 84.1248 0.35
"5782" 2009 47.633753 -63.289698 5.879776563 3536 85.9536 0.43
"5783" 2009 47.360583 -64.419052 0 2625 43.8912 6.17
"5784" 2009 47.48531 -64.234945 3.823554267 2078 60.3504 2.45
"5785" 2009 47.485398 -64.013263 0 2770 42.0624 6.15
"5786" 2009 47.469767 -64.143902 1.699879633 3286 54.864 3.07
"5787" 2009 47.365642 -63.98751 0 2717 42.0624 7.58
"5788" 2009 47.452372 -63.909113 0.377179804 2393 56.6928 2.45
"5789" 2009 47.18787 -64.416525 0 2530 40.2336 7.69
"5790" 2009 47.289392 -64.234335 1.56379052 3381 47.5488 3.37
"5791" 2009 47.040277 -64.372673 0 3102 38.4048 6.25
"5792" 2009 47.122838 -64.242812 0 3345 42.0624 4.15
"5793" 2009 47.203227 -64.136527 0 2754 38.4048 5.43
"5794" 2009 47.464512 -63.807503 1.587037597 3237 65.8368 1.42
"5795" 2009 47.375387 -63.70065 0.855760934 3580 65.8368 1.31
"5796" 2009 47.375037 -63.608868 2.518517211 3848 67.6656 0.95
"5797" 2009 47.31615 -63.7427 0.443764815 3428 62.1792 1.75
"5798" 2009 47.295902 -63.605237 2.016785032 3426 69.4944 1.21
"5799" 2009 47.321013 -63.469597 4.641589787 3740 65.8368 0.88
"5800" 2009 47.867705 -62.704405 3.166828575 3496 76.8096 0.32
"5801" 2009 47.735743 -62.693057 0.96055875 2897 64.008 0.45
"5802" 2009 47.811877 -62.81405 1.373031142 3065 69.4944 0.34
"5803" 2009 47.613738 -62.851455 0.55830362 2663 60.3504 0.05
"5804" 2009 47.517755 -62.789115 4.799999542 2898 54.864 0.19
"5805" 2009 47.648213 -62.702433 1.463695466 2776 64.008 0.26
"5806" 2009 47.64945 -62.538878 2.777091725 3724 76.8096 0.29
"5807" 2009 47.582073 -62.493263 1.484911994 3697 74.9808 0.31
"5808" 2009 47.441298 -62.677368 1.36630881 2482 64.008 0.15
"5809" 2009 48.078635 -62.93529 0.434522543 2785 67.6656 1.31
"5810" 2009 48.038443 -62.74648 0.435454167 2995.7 85.9536 0.36
"5811" 2009 48.060412 -62.77441 1.042824645 2686 84.1248 0.35
"5812" 2009 48.023818 -62.553182 0 2873 64.008 0.62
"5813" 2009 48.063048 -62.629918 0.383743356 3818 87.7824 0.24
"5814" 2009 47.970643 -63.0511 0 2024 60.3504 NA
"5815" 2009 47.864487 -63.034265 1.561348093 3069 71.3232 0.45
"5816" 2009 47.912808 -62.893792 1.402724545 3015 71.3232 0.37
"5817" 2009 47.962843 -62.734618 1.394829171 3076.1 84.1248 0.27
"5818" 2009 47.849575 -62.537932 0 3303 73.152 0.28
"5819" 2009 47.89117 -62.422185 0 2967 78.6384 0.37
"5820" 2009 47.782718 -63.021602 2.896586812 3483 74.9808 0.31
"5821" 2009 47.75884 -63.094118 1.732630025 3564 74.9808 0.42
"5822" 2009 47.8193 -62.94867 0 3696 73.152 0.35
"5823" 2009 47.545983 -63.552963 4.838297732 3665 73.152 0.52
"5824" 2009 47.55635 -63.140243 1.285555671 2825 62.1792 0.78
"5825" 2009 47.456127 -63.627247 1.369111816 3178 64.008 1.24
"5826" 2009 47.369843 -63.473762 4.327733766 4136 74.9808 0.57
"5827" 2009 47.45558 -63.378248 6.414080835 3799 78.6384 0.52
"5828" 2009 47.489585 -63.304267 4.036758596 2074 80.4672 0.46
"5829" 2009 47.42781 -63.154305 0 3030 69.4944 0.78
"5830" 2009 47.36431 -62.877432 0.765678919 3524 49.3776 0.92
"5831" 2009 47.268482 -62.703617 2.218705851 2927 65.8368 0.4
"5832" 2009 46.37823 -61.3587 0.667243894 1688 54.864 3.22
"5833" 2009 46.487065 -61.303138 0.698122302 3279 65.8368 1.88
"5834" 2009 46.2017 -61.716658 2.400626159 2316 54.864 2.84
"5835" 2009 46.177868 -61.736175 0.609624218 2050 53.0352 2.97
"5836" 2009 46.318302 -61.538078 4.022907166 2171 64.008 1.81
"5837" 2009 46.30009 -61.56415 1.411124849 2242 60.3504 1.84
"5838" 2009 46.12841 -61.701262 3.264445567 2227 54.864 2.76
"5839" 2009 46.302368 -62.138078 0 2438 36.576 9.41
"5840" 2009 46.287427 -62.088128 0 2302 38.4048 8.35
"5841" 2009 46.19402 -61.97663 0 2113.9 42.0624 8.56
"5842" 2009 46.143217 -62.023637 0 1919 45.72 7.24
"5843" 2009 46.123648 -61.970282 0 1613 40.2336 6.68
"5844" 2009 46.065455 -61.74826 0 1896 51.2064 3.67
"5845" 2009 46.135272 -61.556498 0 2391 47.5488 7.55
"5846" 2009 46.128032 -61.589238 0 2020 47.5488 6.7
"5847" 2009 45.90152 -62.037312 0 2333 38.4048 9.27
"5848" 2009 45.906277 -61.883617 0 2524 38.4048 16.04
"5849" 2009 46.342583 -61.908235 0 2358 36.576 15.45
"5850" 2009 47.051573 -61.019892 3.054343484 3149 87.7824 1.95
"5851" 2009 47.06785 -60.922117 0.962628938 2684 107.8992 3.14
"5852" 2009 46.965988 -61.533802 0 2614 45.72 1.26
"5853" 2009 46.875768 -61.382152 0.839015898 3355 64.008 0.84
"5854" 2009 46.953035 -61.362105 4.53180755 3136 51.2064 0.97
"5855" 2009 46.964478 -61.287938 9.485028567 3358 54.864 1.31
"5856" 2009 46.984203 -61.106518 4.598575179 3282 62.1792 1.63
"5857" 2009 46.716692 -61.49683 3.132811001 3140 64.008 0.84
"5858" 2009 46.57066 -61.776273 0 2751 54.864 2.01
"5859" 2009 46.526312 -61.526777 3.778258099 3672 60.3504 1.51
"5860" 2009 46.474107 -61.725967 0 2098 43.8912 4.02
"5861" 2009 46.461722 -61.53042 3.451970637 2382 58.5216 1.56
"5862" 2009 47.231445 -60.359622 0 3851 195.6816 4.98
"5863" 2009 47.068597 -60.487975 4.252780076 2446 122.5296 3.5
"5864" 2009 47.130035 -60.371533 1.948015179 2509.7 173.736 4.9
"5865" 2009 47.1375 -60.328105 10.12179852 3260 181.0512 4.95
"5866" 2009 47.386752 -61.084845 2.244397512 2239 47.5488 2.35
"5867" 2009 47.44585 -61.083903 0 2787 42.0624 2.46
"5868" 2009 47.412412 -60.851967 3.68919728 2459 58.5216 1.38
"5869" 2009 47.355872 -60.723378 1.206324379 2401 64.008 1.38
"5870" 2009 47.441663 -60.559607 1.255315123 2348 84.1248 1.49
"5871" 2009 47.38158 -60.415505 0 2611 80.4672 1.7
"5872" 2009 47.441205 -60.31531 0 1288 164.592 4.28
"5873" 2009 47.205457 -60.536553 0 2191 162.7632 4.69
"5874" 2009 47.306493 -60.525895 0 2630 74.9808 1.64
"5875" 2009 47.140143 -60.56884 0.523752112 1950 173.736 4.81
"5876" 2009 47.250688 -61.247323 1.746667892 2564 45.72 3.31
"5877" 2009 47.310548 -61.09191 2.488309605 1847 51.2064 2.09
"5878" 2009 47.20276 -60.88671 1.292099404 3225 71.3232 1.55
"5879" 2009 47.26856 -60.855433 4.16691895 3422 85.9536 1.38
"5880" 2009 47.200417 -60.709562 0.39572693 2176 106.0704 1.98
"5881" 2009 47.139303 -61.267453 3.801945995 2613 47.5488 3.38
"5882" 2009 47.061838 -60.69827 4.079490608 2212 164.592 4.28
"5883" 2009 47.06899 -60.852675 3.684023514 1974 124.3584 3.2
"5884" 2009 47.037077 -60.800528 0 2121 138.9888 3.39
"5885" 2009 46.892233 -61.019918 5.748920013 3600 102.4128 3.14
"5886" 2009 46.953482 -60.881347 10.88420155 1999 135.3312 3.4
"5887" 2009 46.849643 -60.938113 0.44755296 2282 124.3584 2.34
"5888" 2009 46.987518 -60.730558 5.112439275 2095 146.304 3.2
"5889" 2009 46.801368 -61.13033 1.686601854 3594 80.4672 1.48
"5890" 2009 46.796488 -60.961237 2.957408411 3273 118.872 1.78
"5891" 2009 46.905937 -61.234172 1.348649408 2745 62.1792 0.99
"5892" 2009 46.701613 -61.369713 0 2713 71.3232 1.58
"5893" 2009 46.808137 -61.312038 1.019127406 3151 64.008 1.14
"5894" 2009 46.593358 -61.37567 1.285116108 3367 62.1792 1.71
"5895" 2009 46.588785 -61.169967 0 3250 76.8096 1.8
"5896" 2010 47.895113 -60.959713 0.728066217 2956 82.296 1
"5897" 2010 47.914155 -60.751072 0 2008 309.0672 5.5
"5898" 2010 47.794303 -61.061872 3.625235543 2496 42.0624 1.6
"5899" 2010 47.738845 -60.961712 0 2790 53.0352 1.9
"5900" 2010 47.690612 -60.689798 0 2831 71.3232 1.4
"5901" 2010 47.747037 -60.797783 0.539762068 2523 69.4944 1.4
"5902" 2010 47.696503 -60.636197 0 2777 78.6384 1.6
"5903" 2010 47.725408 -60.640907 0 2929 109.728 2
"5904" 2010 47.555265 -60.912047 0 2580 47.5488 2.3
"5905" 2010 47.648508 -60.899057 0 2679 45.72 2
"5906" 2010 47.553075 -60.761893 1.909919352 2657 53.0352 2
"5907" 2010 47.550388 -60.731653 0.906328853 2760 54.864 1.7
"5908" 2010 47.590863 -60.591638 0 2215 67.6656 1.7
"5909" 2010 47.590528 -60.504597 0 2365 131.6736 2.5
"5910" 2010 48.187462 -61.20551 0 1923 387.7056 5.3
"5911" 2010 48.17548 -61.30254 0 2646.6 347.472 5
"5912" 2010 48.119233 -61.292553 0.428038941 2653.1 254.2032 5
"5913" 2010 48.060772 -61.261613 0.49111173 3174 100.584 1.3
"5914" 2010 48.022357 -61.046808 0 2110 230.4288 4.4
"5915" 2010 48.122102 -61.052037 0 3500 367.5888 5.3
"5916" 2010 48.025307 -60.95154 0 2560 332.8416 5.3
"5917" 2010 48.042795 -60.991318 0 2626.7 329.184 5.3
"5918" 2010 47.950792 -61.277055 0 2824 62.1792 0.8
"5919" 2010 47.993072 -61.151365 0.696839659 1510 85.9536 1.1
"5920" 2010 47.973547 -60.825862 0 3702 352.9584 5.5
"5921" 2010 48.18912 -61.62163 0 2830.5 217.6272 3.5
"5922" 2010 48.057442 -62.036813 0 2849 64.008 0.7
"5923" 2010 48.116893 -61.85113 2.391902917 2945 84.1248 0.8
"5924" 2010 48.046887 -61.843513 0.443090653 2625 65.8368 0.5
"5925" 2010 48.080815 -61.687862 1.403824372 3533 84.1248 1
"5926" 2010 48.118933 -61.582098 0 2966 78.6384 1
"5927" 2010 48.145802 -61.6419 0.894856424 3005 109.728 1.1
"5928" 2010 48.05704 -61.499225 0 2524 67.6656 1
"5929" 2010 48.06715 -61.423492 0.920951058 2930 76.8096 1
"5930" 2010 47.997 -61.624437 0 3337 58.5216 1.3
"5931" 2010 47.938268 -61.448657 0 3070 58.5216 1
"5932" 2010 47.956893 -61.942437 2.27777783 2756 58.5216 0.5
"5933" 2010 47.932023 -61.742345 0.932709207 2829 60.3504 0.7
"5934" 2010 47.834088 -61.67382 0 2639 51.2064 1.6
"5935" 2010 47.779308 -62.512345 0 3570 71.3232 0.5
"5936" 2010 47.703057 -62.52478 1.564600505 3437 76.8096 0.7
"5937" 2010 47.795962 -62.436805 2.137522259 3301 74.9808 0.7
"5938" 2010 47.775947 -62.309148 9.019868088 2758 65.8368 0.8
"5939" 2010 47.73974 -62.167637 3.776169259 3030 56.6928 3.7
"5940" 2010 47.730762 -61.978268 0 1876 43.8912 2
"5941" 2010 47.751617 -61.819452 0 2458 40.2336 2.2
"5942" 2010 47.696831 -62.393378 0 1737 60.3504 1.3
"5943" 2010 47.649812 -62.538198 2.603535304 2852 76.8096 0.7
"5944" 2010 47.582045 -62.492052 7.74735277 3235 76.8096 0.5
"5945" 2010 47.644095 -62.175983 0 2399 49.3776 1.4
"5946" 2010 47.532665 -62.154945 0.704006177 2325 47.5488 2.2
"5947" 2010 47.501555 -62.1446 1.471065346 2480 42.0624 2.8
"5948" 2010 47.441218 -62.676078 2.314677773 2748 64.008 0.7
"5949" 2010 47.450715 -62.605152 1.950916181 2931 67.6656 0.7
"5950" 2010 47.420647 -62.60006 0 3558 69.4944 0.7
"5951" 2010 47.418123 -62.492378 0.833182082 3040 67.6656 0.8
"5952" 2010 47.445394 -62.289269 1.144285227 1964 54.864 1.1
"5953" 2010 47.267673 -62.703475 2.142344998 3032 64.008 0.8
"5954" 2010 47.18753 -62.71705 2.120460827 2927 62.1792 1
"5955" 2010 47.151138 -62.732802 3.066760272 2822 64.008 1.1
"5956" 2010 47.180527 -62.572925 2.652626552 3026.7 67.6656 0.7
"5957" 2010 47.184842 -62.491012 0.43612044 2969 58.5216 0.8
"5958" 2010 47.20172 -62.319005 0 2912 49.3776 1.1
"5959" 2010 47.214137 -62.178307 0 3512 40.2336 4
"5960" 2010 47.093832 -62.625315 5.1771657 2908.8 71.3232 1
"5961" 2010 47.057485 -62.493858 0.990729645 3081 69.4944 0.7
